latitude,longitude,dist_to_streetlight,dist_to_police,dist_to_main_road,streetlight_count_100m,safety_score
37.47490802376947,126.85553987865158,9.102381940691496,558.4436228630647,84.86224532681885,4,90.34894428799554
37.59014286128198,126.9625702842135,8.509856888871818,796.4905291553204,163.69752550973982,3,70.72880094584497
37.54639878836228,127.06188375076292,71.01517422648928,144.15306609661312,142.77871213455,3,84.08833632619664
37.51973169683941,127.01966746592286,8.6123156569082,490.2467874882831,16.711761040988897,2,93.07742122740424
37.431203728088484,127.04196834435842,9.521555269625843,424.01938106126795,16.16363423177122,0,98.2424791901666
37.43119890406724,126.99763501001321,42.73836760791483,894.3731370964587,31.221300069848528,4,74.31527237850386
37.411616722433635,127.00768296935536,17.92092296595171,1182.6935506050372,44.796777407365596,5,80.4983727897555
37.57323522915499,127.05475869546959,44.97859194775379,6.1156347044856245,52.5018503553894,2,91.79497806427494
37.520223002348644,126.87490040265776,2.028013162857755,560.459500444768,113.84885331551513,3,91.68722751512614
37.54161451555921,126.94682748909294,20.057804763112102,26.613792023111372,5.835016952137923,7,100.0
37.40411689885916,126.86636283254587,1.0257457481384948,397.9873036849448,3.5288068542029665,5,100.0
37.5939819704324,127.096300402399,1.9410585453189575,169.580835284943,49.743330741297385,3,94.60951954833686
37.566488528160086,127.08321780190597,71.07375354436452,183.20148226473094,119.45628575330811,1,67.39088408435431
37.442467822135654,126.81182804341054,4.498373971393351,217.67242483955857,21.497121470654392,3,100.0
37.43636499344142,127.0116725517547,22.805588431866298,485.4955025691306,102.58391190380263,4,80.65005110277207
37.43668090197069,127.0775744952247,15.88474265755684,203.270317391417,30.08728737222328,1,90.08952763199132
37.4608484485919,126.8541726035382,12.801121667836096,659.6900519963843,217.23124564704275,3,75.75056127193437
37.504951286326445,126.97038356916579,69.0275981102648,259.1999393869146,226.03875099891226,3,65.09886022882488
37.486389003728426,127.0746464892764,0.6619514806500459,35.40075320679439,35.2807011587779,4,100.0
37.45824582803961,126.81018379357573,32.70055142498069,765.6828242916667,26.135665243125615,1,84.65234842604742
37.522370578944475,127.00922608017405,99.22664938405102,168.2669464758569,52.984531015300284,2,69.63377810045112
37.427898772130405,126.88920470221176,24.640885808425562,283.49245633047144,27.51365446183705,3,90.98875204961182
37.45842892970704,127.07731885861295,82.85419358757358,578.2963935159129,111.59126098179419,2,55.275221091512854
37.47327236865874,127.09131747354961,1.6101851488747216,202.0751043452489,174.90717991613752,1,77.23278607896566
37.491213996843406,127.08327994673402,16.279465568918884,29.124851911949044,111.80768936885804,1,91.81278329395344
37.557035192278605,126.94226426499723,9.039550396520662,234.1393964260737,173.92644465266,3,83.0471828155341
37.43993475643167,127.0586127952968,39.371356892194214,1445.2231245840162,50.58250843418695,0,60.46700150454197
37.50284688768272,127.05336481956051,119.37228536525048,513.240330335556,16.99784126375595,3,69.42373767550457
37.51848291377241,126.89573014197298,8.892808427509543,556.5774843475208,133.92235690718925,1,80.68752920973827
37.409290082544,127.0486746422452,31.85463779490095,500.21967836806925,44.70287918955937,1,79.37884481506075
37.52150897038029,126.81110229041464,6.6230524540283895,110.9422589643863,111.25210442012357,7,100.0
37.43410482473746,126.97888096354461,24.99506226443875,270.92932275544615,31.559324643349555,3,94.96209612070311
37.41301031859705,126.8690026511863,18.704855045169655,695.030319049337,8.471906250393827,2,81.15348938047852
37.589777107450665,126.83617006573319,107.27223392724346,53.44356102718182,490.3818230567541,4,65.16570712075745
37.593126406614914,126.82308596048875,28.135182841132,162.76312482164752,16.984156636460163,4,100.0
37.56167946962329,127.00888663276343,12.900713302587318,161.70237065405098,445.85616450187786,0,76.18077071391
37.46092275383467,126.90196248913041,3.634393307268605,282.83359202299044,378.4506717107503,3,87.8666947058536
37.41953442280128,127.01743003145863,4.919605911643089,1965.316066639828,157.89965090618762,3,63.84940490456521
37.53684660530243,126.81960690223968,7.659038254226469,34.944429248061496,107.71139295910264,7,100.0
37.48803049874792,126.89458710134917,8.669153566841095,365.63328435297365,86.22928425493258,3,82.70052208074522
37.42440764696895,126.9618473877126,57.03706482789331,98.83823033775566,201.06735676349174,2,71.26398894386038
37.49903538202226,127.03721694945169,24.712904553503837,1764.683792612887,34.17012141942121,4,73.50348534533839
37.40687770422304,126.89562575087962,22.231759343563304,60.12626257777126,63.05127444514089,2,100.0
37.581864080415755,126.98776741293109,3.6571951902389372,258.4226883898694,96.5979969676255,2,93.87509065788566
37.45175599632,127.06579332447085,59.01333492465262,669.485941183854,52.965253620490095,3,86.19139473789102
37.5325044568708,126.98475895645468,38.49202835621582,609.635324351578,55.771888285596106,0,77.51938754263931
37.46234221521788,126.86988784242608,2.102000781585489,274.7214115099548,40.09025337516593,0,86.51963014121982
37.50401360423556,126.80732023446696,36.913107018073624,212.7248644659102,83.06448666735943,3,89.64205372108039
37.50934205586866,127.06102966217027,23.527509018521517,253.42707571706296,190.09575256026636,4,84.39749965724896
37.436970891105105,126.80638082325511,2.557762364090048,153.45029413501967,22.50558511023859,6,100.0
37.59391692555291,127.06241050180526,18.391323618201074,114.91602143566874,272.4683349435251,4,84.1014779646818
37.555026564672225,126.95868114020816,19.88996455244805,329.8945959341901,116.82442513782401,2,82.71283768865833
37.58789978831284,127.08172030955386,5.437547328654493,156.35210297696756,173.31503134101564,2,92.48204450345378
37.57896547008553,127.0396349707321,87.39590782198488,169.4607823168569,81.23602967116906,8,75.60429719519408
37.519579995762214,127.09938023315999,56.908674247040544,534.6569496915921,151.1933330383703,4,80.83488495650323
37.584374847004625,126.90521354463552,33.17113170780654,1729.476784653158,1.6333058503340645,3,67.51846689860838
37.41769850041038,127.03015648667933,18.61338719006657,462.71266347133366,170.58410255599657,1,66.10426310061229
37.43919657248383,126.92057927408277,15.918890152705321,40.05189942997254,4.096664986292486,2,100.0
37.409045457782106,126.94396268609117,31.578220029421754,39.29633724427554,220.64877354850609,1,79.55791959540204
37.46506606615265,126.98825163896551,23.652224229113774,1512.304828716215,482.3667950531431,3,60.54214866608319
37.4777354579379,127.06210313425589,1.9288959008137967,176.40605735917973,34.823560154579845,4,100.0
37.45426980635478,127.09522504075979,21.55411265802106,48.29233816040338,23.6125650647291,0,100.0
37.56574750183039,127.03048202415935,49.25939365104397,456.95252387941207,144.97171906671588,2,75.30551807025381
37.47135066533872,126.9253300346502,18.4433848539669,488.61623565029197,29.172535674715718,5,97.83935786811341
37.45618690193748,126.92640710068312,1.60064920525348,522.7796404115659,200.66550029425972,5,85.9389092373247
37.50853921663165,127.02127469047666,46.292403204337106,155.57909833478297,10.852394977398257,3,100.0
37.42818484499495,126.87163314373049,6.74549201057622,7.613006942445557,13.462364191664372,1,96.25552841356883
37.56043939615081,126.83314223393941,8.977292722451107,1676.4232206039815,387.0475918680357,3,53.94509854285288
37.414910128735954,126.90638664729222,5.399158302522049,144.43675475963292,112.03638425948373,2,89.28299474536503
37.59737738732011,126.88617169749622,12.023958314151427,563.5464512230805,187.6580533875376,5,72.03555998012767
