latitude,longitude
37.48022312998361,126.82339273639782
37.5486378353677,126.819657762516
37.5603851684756,126.828209679873
37.5647749847906,126.825253333497
37.558983888867466,126.82805105172174
37.538716971239,126.827517152651
37.56130527586448,126.8169448186538
37.56352695565416,126.82946335170504
37.52384854256377,126.8286713307253
37.5517881904462,126.814722851276
37.5638093607194,126.825417444814
37.55281775263731,126.81226566202923
37.564077708115725,126.82715309610651
37.5388372357506,126.825969009411
37.557205504943006,126.826942619308
37.55862721458118,126.82385409811648
37.5588671905712,126.825276185605
37.555123210353,126.82935575052858
37.5365931593704,126.82741003118
37.559240453701776,126.8102609948726
37.56015070429228,126.81902563413702
37.5587858634862,126.803354879534
37.55773327408781,126.82618311497626
37.56247472559131,126.81289450341971
37.56696260839239,126.82832927254536
37.57094910361935,126.80761418928488
37.5736778449273,126.812423863036
37.5718429057458,126.822581195158
37.56668665714796,126.82448483385076
37.56921627838408,126.8266725989493
37.5728510761146,126.809264273801
37.5700147402463,126.815496113178
37.566660457036,126.807667099879
37.5679295515305,126.810199339328
37.5790189272569,126.800335607917
37.56934475832511,126.82581428882312
37.5727917322973,126.806021261341
37.566219376581365,126.80138282195264
37.567158986908936,126.81866118399884
37.5669961272017,126.81705200732
37.57667653501983,126.81310802576084
37.56706865325149,126.82690848456238
37.5783919343119,126.812482226793
37.573944329827,126.810039177672
37.5674139405746,126.812869698535
37.5731929424229,126.818073761981
37.56891591716294,126.81632400486676
37.56865574749548,126.8278273366158
37.46803498061141,126.8910958825639
37.4682790446353,126.886198559328
37.4657943501824,126.888395263227
37.454407978125,126.890984539596
37.466323650693,126.895746521419
37.4644846317092,126.89879200568
37.4540353358094,126.897445322419
37.46469950426624,126.89720468522606
37.46635390798509,126.89035226458071
37.45937676225566,126.89666943549572
37.4575153113995,126.899855926959
37.4617335655632,126.890398572806
37.45688491248582,126.89916053588172
37.46060133082072,126.8957499451541
37.467906843189,126.896906386538
37.4851900197919,126.894879090835
37.5036471615604,126.891908222639
37.4867588295297,126.893044034316
37.492185650131766,126.8565381854964
37.47591168662638,126.89825768365522
37.5036707074121,126.890085095611
37.47304163723382,126.89081730133188
37.4931109284578,126.8579838287424
37.4696200730154,126.898418820566
37.5014604977284,126.848513547741
37.47623651051581,126.8831690898664
37.49125265211333,126.89460147328174
37.4828795369707,126.898663180191
37.5069035798351,126.862606112178
37.49650999514315,126.8717883749367
37.4800286345367,126.879360996724
37.48353908057809,126.89658981238652
37.4742215733547,126.881081918801
37.500146769697935,126.86718053439324
37.4977293273214,126.891876042023
37.49679968238095,126.8451055436128
37.5002284611617,126.862973446012
37.4923088028481,126.860819080535
37.4790803285904,126.886177659038
37.4776926276984,126.889824687308
37.5158672912855,126.86151397139
37.5019843850845,126.845348160919
37.5073834788999,126.88788097450924
37.4900031318381,126.85265033697
37.507723081941705,126.88499073060066
37.4897061269513,126.876518584062
37.51294542440794,126.89278385191008
37.49483275182367,126.84168096821313
37.4851481184156,126.89953412547663
37.5079537158451,126.865358209918
37.4900071175629,126.85514475169
37.481100205136656,126.89884987276906
37.51449967913175,126.87199514016828
37.5425464242696,126.896256034154
37.5200220066182,126.889957044665
37.5486653634395,126.87769786752
37.56291841437071,126.83555406678092
37.5579650319901,126.830662123677
37.53585030897605,126.89951479784288
37.5410832602327,126.839197990661
37.51768912344,126.874413773321
37.560210680098,126.832180450133
37.51768588816473,126.84720254120396
37.563978734335976,126.83937063665216
37.5250229915778,126.864373876027
37.5585664648461,126.856150704198
37.5206448567482,126.889268355981
37.5601445998036,126.888232047174
37.5426185766129,126.847355349208
37.5243650623949,126.858822828099
37.5648333104397,126.87901723969956
37.5594934114318,126.855267254758
37.5557881518633,126.893953831981
37.55850978830373,126.83231328767792
37.5535193629304,126.852004790489
37.55389599202557,126.89590531718024
37.520575519508,126.897289841388
37.538239496284135,126.84510698882306
37.5630458723246,126.85222363561
37.52486378402176,126.86304605256854
37.5588079099042,126.830973720121
37.5330909302238,126.863137361042
37.5349369871901,126.856234571919
37.5354921226818,126.857075290921
37.56444908377692,126.8554263162816
37.532282021247,126.861752895486
37.53820052717271,126.84221389608236
37.52188615995415,126.88427894656704
37.53736265309893,126.8402446598218
37.5341180651391,126.857048496518
37.52733332406193,126.87178089162214
37.5307171603756,126.846574079116
37.5527247123094,126.866384502744
37.5449279159375,126.846721485811
37.55294182182,126.851286174705
37.5297413405824,126.84724130817452
37.5219465334289,126.895904471514
37.5219964165714,126.893243754818
37.56672906196604,126.8384094048103
37.58580390369152,126.8919752165277
37.56787281825125,126.8986307786635
37.5811570782033,126.88863084937934
37.56746566567372,126.8407599313978
37.5663376935911,126.840147712383
37.5710778480991,126.840830346952
37.58045098253759,126.88989307324796
37.5724627856637,126.887048822825
37.56756062443414,126.89202646987408
37.56516140428001,126.83978576075651
37.5797222591963,126.89008660345
37.566220656139,126.841552644702
37.5784457178757,126.893213023686
37.5774695604927,126.8958113778763
37.57013326958093,126.8405810631691
37.5656331205761,126.846950724374
37.58603693705671,126.88131751908892
37.5751679557245,126.89528479389534
37.57051471405833,126.84283851118632
37.5768063736632,126.894733452274
37.58737585102956,126.883163170111
37.5751630880864,126.893869761462
37.5750844076838,126.844085460924
37.5811680937295,126.890777336791
37.57852777823626,126.894291780952
37.5782442359858,126.882204985179
37.5761679277162,126.889217888007
37.5792522422016,126.892369594421
37.46145529708961,126.95808790371656
37.45904382854208,126.95238021000458
37.46829900769927,126.9386725389639
37.46688874922307,126.9476739127923
37.452341510182,126.906217815284
37.460948519444,126.906898815261
37.4665375835787,126.938773452309
37.4628599914251,126.951097118668
37.4536750096405,126.901781253588
37.4624653845437,126.915929404049
37.4669982311184,126.937493465272
37.4663470410734,126.90202240667
37.441925526901,126.905887289864
37.45349744340793,126.91957528112914
37.4503379161414,126.911220090446
37.4591017350377,126.900616750181
37.45348491341415,126.91089878612456
37.43470404765877,126.90384441129191
37.4674651052715,126.934445502651
37.449938884872,126.917603603056
37.4664988460576,126.92911316078433
37.44992757593119,126.91313503532568
37.467574311048,126.936430402675
37.4477532358736,126.903588129227
37.4655605928823,126.931661916504
37.4498780942839,126.914472049234
37.4491025049778,126.915983915044
37.452038123772,126.908846977279
37.4654313151907,126.93247590425
37.4548052746142,126.900102536619
37.46778637301805,126.93215274947754
37.4645006297445,126.919613232436
37.4509310072122,126.900207142815
37.455507612345,126.903903681086
37.4650388434311,126.906559154235
37.45786156276037,126.9023228248503
37.46488344002387,126.95750950296797
37.45005794861543,126.90130793223602
37.4404929878673,126.903742084573
37.45023636424756,126.9080286774158
37.48443745102161,126.92828779297972
37.5100517183157,126.924681267508
37.4799224362576,126.953351710799
37.4704862715863,126.936233499161
37.4835448803728,126.943885934736
37.4851986329716,126.931028947081
37.4989007063825,126.951965888954
37.4916609663977,126.920076018807
37.48652073140966,126.92853455408208
37.4842304543458,126.927199166937
37.5162936560044,126.904450180753
37.4837936261581,126.90134385085
37.48385954014406,126.93069663551884
37.47466665590456,126.91562745797046
37.4835268868349,126.925942569431
37.4946614982023,126.911479755246
37.4889303534886,126.957145360054
37.4860081378143,126.940016018612
37.47819831308544,126.9335045404696
37.475073424259,126.922821631399
37.4855251381734,126.903250157728
37.4925787274627,126.923609871779
37.4723655804212,126.966353532212
37.4905744474059,126.922932329886
37.5108885238513,126.922931807579
37.48910436512771,126.92778354840642
37.4840330070378,126.941573379467
37.4908726359663,126.924256141525
37.4917428535002,126.947147732239
37.51345485659185,126.942373891593
37.5051333439936,126.902764553331
37.49138559700784,126.92613382598988
37.51328793200288,126.95190690169945
37.48595857039322,126.9044153340979
37.471360005321664,126.91958440841138
37.5039234552018,126.92247075222
37.5028633844885,126.9127288080696
37.4959091659397,126.93630235633
37.4771488265778,126.916741652326
