id,place_name,category_name,address_name,road_address_name,x,y,phone,place_url
269327542,GS25 구로솔보점,"가정,생활 > 편의점 > GS25",서울 구로구 항동 242-3,서울 구로구 서해안로 2102,126.82339273639782,37.48022312998361,080-999-5425,http://place.map.kakao.com/269327542
505007569,CU 시선호텔점,"가정,생활 > 편의점 > CU",서울 강서구 외발산동 282-2,서울 강서구 남부순환로 188,126.819657762516,37.5486378353677,070-7548-1566,http://place.map.kakao.com/505007569
836024442,CU 마곡푸르지오점,"가정,생활 > 편의점 > CU",서울 강서구 마곡동 773-1,서울 강서구 마곡중앙6로 10,126.828209679873,37.5603851684756,070-7766-0503,http://place.map.kakao.com/836024442
1865891920,세븐일레븐 코엑스마곡점,"가정,생활 > 편의점 > 세븐일레븐",서울 강서구 마곡동 767,서울 강서구 마곡중앙로 143,126.825253333497,37.5647749847906,,http://place.map.kakao.com/1865891920
782369931,세븐일레븐 마곡로뎀점,"가정,생활 > 편의점 > 세븐일레븐",서울 강서구 마곡동 799-1,서울 강서구 공항대로 186,126.82805105172174,37.558983888867466,1577-0711,http://place.map.kakao.com/782369931
1852955139,GS25 신월드림점,"가정,생활 > 편의점 > GS25",서울 양천구 신월동 55-1,서울 양천구 화곡로4길 7,126.827517152651,37.538716971239,,http://place.map.kakao.com/1852955139
1838004048,GS25 강서마곡점,"가정,생활 > 편의점 > GS25",서울 강서구 마곡동 744,서울 강서구 공항대로 103,126.81694481865381,37.56130527586448,080-999-5425,http://place.map.kakao.com/1838004048
857437985,GS25 LG사이언스파크점,"가정,생활 > 편의점 > GS25",서울 강서구 마곡동 770,서울 강서구 마곡중앙10로 10,126.82946335170503,37.56352695565416,080-999-5425,http://place.map.kakao.com/857437985
1711734973,GS25 신월경인점,"가정,생활 > 편의점 > GS25",서울 양천구 신월동 331-101,서울 양천구 지양로17길 1,126.8286713307253,37.52384854256377,080-999-5425,http://place.map.kakao.com/1711734973
1732351335,CU 대한항공씨앤디김포점,"가정,생활 > 편의점 > CU",서울 강서구 공항동 1373-5,서울 강서구 하늘길 251,126.814722851276,37.5517881904462,,http://place.map.kakao.com/1732351335
163908954,GS25 마곡르웨스트점,"가정,생활 > 편의점 > GS25",서울 강서구 마곡동 767-4,서울 강서구 마곡중앙로 111,126.825417444814,37.5638093607194,1644-5425,http://place.map.kakao.com/163908954
1728839769,GS25 공항화물청사점,"가정,생활 > 편의점 > GS25",서울 강서구 공항동 1373,서울 강서구 하늘길 233,126.81226566202925,37.55281775263731,02-2064-0821,http://place.map.kakao.com/1728839769
163901324,CU 마곡르웨스트점,"가정,생활 > 편의점 > CU",서울 강서구 마곡동 767-4,서울 강서구 마곡중앙로 111,126.82715309610653,37.564077708115725,02-1577-8007,http://place.map.kakao.com/163901324
19205547,CU 신월광영점,"가정,생활 > 편의점 > CU",서울 양천구 신월동 44-24,서울 양천구 남부순환로 310,126.825969009411,37.5388372357506,02-2607-5850,http://place.map.kakao.com/19205547
110506109,세븐일레븐 마곡15단지점,"가정,생활 > 편의점 > 세븐일레븐",서울 강서구 마곡동 751,서울 강서구 마곡중앙로 36,126.826942619308,37.557205504943006,1577-0711,http://place.map.kakao.com/110506109
1467370170,GS25 뉴마곡12단지점,"가정,생활 > 편의점 > GS25",서울 강서구 마곡동 798-12,서울 강서구 마곡중앙1로 26,126.82385409811647,37.55862721458118,070-7715-9193,http://place.map.kakao.com/1467370170
56133003,세븐일레븐 마곡엠비즈타워점,"가정,생활 > 편의점 > 세븐일레븐",서울 강서구 마곡동 798-8,서울 강서구 마곡중앙로 59-11,126.825276185605,37.5588671905712,,http://place.map.kakao.com/56133003
1553674733,CU 마곡1단지점,"가정,생활 > 편의점 > CU",서울 강서구 내발산동 742,서울 강서구 강서로47길 108,126.82935575052858,37.555123210352995,070-4012-5104,http://place.map.kakao.com/1553674733
449038679,GS25 신월기쁨점,"가정,생활 > 편의점 > GS25",서울 양천구 신월동 45-7,서울 양천구 남부순환로 338,126.82741003118,37.5365931593704,,http://place.map.kakao.com/449038679
56833475,CU 강서하늘점,"가정,생활 > 편의점 > CU",서울 강서구 공항동 60-12,서울 강서구 송정로 49,126.8102609948726,37.559240453701776,0503-7151-3922,http://place.map.kakao.com/56833475
1517140643,GS25 마곡10단지점,"가정,생활 > 편의점 > GS25",서울 강서구 마곡동 747,서울 강서구 마곡중앙1로 72,126.81902563413702,37.560150704292276,,http://place.map.kakao.com/1517140643
326092595,세븐일레븐 김포공항버스정류장점,"가정,생활 > 편의점 > 세븐일레븐",서울 강서구 공항동 1373,서울 강서구 하늘길 112,126.803354879534,37.5587858634862,1577-0711,http://place.map.kakao.com/326092595
1663555152,GS25 뉴마곡14단지점,"가정,생활 > 편의점 > GS25",서울 강서구 마곡동 750,서울 강서구 마곡중앙로 33,126.82618311497626,37.55773327408781,,http://place.map.kakao.com/1663555152
27498436,GS25 송정가온점,"가정,생활 > 편의점 > GS25",서울 강서구 공항동 22-5,서울 강서구 공항대로7길 27,126.81289450341971,37.56247472559131,,http://place.map.kakao.com/27498436
